"","sub_region_1","sub_region_2","2020-02-15","2020-02-16","2020-02-17","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-22","2020-02-23","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-02-29","2020-03-01","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-07","2020-03-08","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-14","2020-03-15","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-21","2020-03-22","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-28","2020-03-29","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-04","2020-04-05","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-10","2020-04-11","2020-04-12","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-18","2020-04-19","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-25","2020-04-26","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-02","2020-05-03","2020-05-04","2020-05-05","2020-05-06","2020-05-07","2020-05-08","2020-05-09","2020-05-10","2020-05-11","2020-05-12","2020-05-13","2020-05-14","2020-05-15","2020-05-16","2020-05-17","2020-05-18","2020-05-19","2020-05-20","2020-05-21","2020-05-22","2020-05-23","2020-05-24","2020-05-25","2020-05-26","2020-05-27","2020-05-28","2020-05-29","2020-05-30","2020-05-31","2020-06-01","2020-06-02","2020-06-03","2020-06-04","2020-06-05","2020-06-06","2020-06-07","2020-06-08","2020-06-09","2020-06-10","2020-06-11","2020-06-12","2020-06-13","2020-06-14","2020-06-15","2020-06-16","2020-06-17","2020-06-18","2020-06-19","2020-06-20","2020-06-21","2020-06-22","2020-06-23"
"231","Colorado","Broomfield County",11,0,1,10,-3,10,23,4,-4,-2,5,13,5,18,4,-1,12,15,2,5,21,20,15,11,18,15,23,39,26,33,36,16,5,-21,-4,-7,-4,-10,-11,-9,-25,-28,-25,-30,-17,-17,-18,-33,-21,-13,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Colorado","Chaffee County",4,7,13,-5,4,-5,8,2,-7,3,6,8,3,9,3,9,7,11,1,2,12,10,14,16,23,23,28,18,16,20,38,27,32,-2,3,-8,-12,-8,-2,-3,-16,-19,-24,-31,-16,-10,-13,-22,-25,-27,-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Colorado","Clear Creek County",-5,2,31,9,-16,14,8,22,15,22,11,5,4,20,12,24,7,8,7,14,5,14,19,7,9,10,30,17,11,3,12,12,2,-31,-34,-25,-39,-29,-11,-25,-25,-44,-53,-55,-37,-29,-34,-30,-48,-47,-53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Colorado","Conejos County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Colorado","Delta County",-1,1,3,-2,1,-3,1,-2,-1,-1,7,1,5,8,11,7,2,13,6,10,4,9,14,12,11,9,15,17,19,23,26,27,7,0,11,-2,2,-3,-3,0,-15,-20,-24,-20,-10,-4,-3,-9,-7,-14,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-10,NA,NA,NA,NA,NA,-4,-3,NA,NA,NA,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Colorado","Denver County",2,3,-1,-1,-8,-1,5,8,-2,1,-1,4,7,14,16,16,12,20,12,16,19,20,20,17,19,19,32,39,26,17,28,17,9,-15,-2,0,-7,5,-7,-21,-23,-23,-22,-25,-21,-15,-14,-23,-16,-17,-20,-16,-16,-18,-17,-13,-8,-44,-35,-24,-22,-37,-19,-20,-20,-20,-20,-22,-22,-19,-15,-18,-16,-16,-16,-16,-9,-12,-9,-12,-7,-15,-11,-6,1,2,-19,-11,-11,-11,-9,-4,-8,-10,-7,-8,-7,-3,-5,-17,-8,-7,-9,-6,-5,-7,-9,-5,-2,-4,-6,-1,-5,-2,-6,-7,-7,-5,-3,-4,-4,-6,-3,-5,-7,-4,0,-4,-8,-5
"237","Colorado","Douglas County",4,4,7,-2,-7,3,7,11,-17,0,-7,4,1,2,4,5,1,10,9,9,12,11,6,10,12,17,35,35,15,5,27,16,12,-26,-9,-11,-17,-7,-10,0,-27,-30,-36,-36,-25,-20,-22,-31,-30,-33,-34,-24,-21,-20,-20,-19,-19,-58,-40,-23,-18,-40,-23,-30,-26,-20,-19,-21,-20,-21,-22,-21,-15,-12,-11,-11,-9,-17,-12,-8,0,-7,-5,1,6,-2,-14,-4,-3,-5,-7,-9,-10,0,7,5,5,7,-6,-18,0,2,1,-1,-1,-8,-10,1,6,5,4,3,-10,-3,0,-3,2,4,1,-7,-6,1,7,5,2,1,0,-3,1,5
"238","Colorado","Eagle County",-1,-1,-1,5,1,3,1,9,5,7,3,11,7,13,3,6,-1,8,0,17,10,4,9,3,10,6,20,28,11,1,5,-13,-19,-25,-26,-33,-41,-33,-31,-28,-39,-40,-45,-47,-36,-35,-38,-38,-33,-38,-42,-35,-36,-38,-34,-34,-33,-54,-38,-33,-31,-38,-32,-37,-42,-30,-29,-31,-29,-30,-35,-41,-25,-27,-25,-22,-23,-26,-29,-17,-13,-19,-17,-15,-12,-14,-17,NA,-17,-10,-15,-17,-17,-7,NA,-10,NA,-2,-7,-16,-9,NA,-4,NA,-4,-4,-14,NA,NA,-3,NA,-1,-8,-11,-4,NA,-6,NA,0,-2,-8,NA,NA,1,NA,6,3,3,NA,NA
"239","Colorado","El Paso County",2,7,0,-19,-2,0,4,8,-9,-2,-9,7,8,9,9,12,0,12,10,8,9,14,14,10,11,13,25,15,18,14,27,17,15,-8,1,0,-4,-3,-2,1,-22,-22,-25,-22,-21,-12,-14,-19,-23,-20,-17,-13,-11,-13,-13,-14,-8,-41,-32,-17,-11,-22,-17,-17,-14,-12,-13,-12,-14,-13,-10,-8,-5,-5,-4,-1,0,-3,4,0,6,0,3,4,11,15,-5,0,3,4,1,2,7,7,9,8,7,10,6,-6,1,7,3,6,3,1,4,7,8,6,7,6,-2,8,7,2,7,8,8,5,8,7,12,10,7,6,11,11,4,7
"240","Colorado","Elbert County",-8,6,NA,NA,-12,0,-6,10,-27,NA,-14,10,2,-4,-10,-4,NA,NA,-6,7,4,3,-4,NA,NA,2,NA,NA,34,29,NA,NA,NA,-9,6,20,10,NA,NA,8,-7,-21,-22,-16,-7,NA,-8,-9,-23,-7,-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Colorado","Fremont County",-1,15,-5,-5,-2,-2,1,7,-2,-3,2,1,6,11,14,21,2,17,4,7,13,20,22,8,13,15,25,11,33,38,41,48,34,21,29,20,18,6,14,25,-10,-13,-14,-13,-9,7,0,-2,-7,4,2,NA,NA,NA,NA,NA,NA,-36,-15,-3,3,2,2,5,3,9,4,4,10,3,11,17,17,12,15,24,29,23,NA,26,NA,20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Colorado","Garfield County",4,-1,4,-5,0,-1,0,1,-1,2,2,6,5,1,4,0,8,4,7,4,7,7,10,11,5,10,16,16,11,7,11,5,2,-10,-12,-19,-23,-14,-20,-12,-24,-31,-35,-35,-25,-26,-19,-24,-24,-26,-30,-22,-25,-21,-18,-21,-17,-43,-26,-22,-21,-27,-24,-26,-29,-16,-20,-13,-16,-15,-12,-20,-14,-12,-2,-4,-4,-3,-2,-1,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Colorado","Gilpin County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Colorado","Grand County",20,5,15,18,14,7,7,2,-1,13,2,9,5,0,0,0,2,8,10,5,-3,4,7,14,28,22,23,4,10,10,24,21,9,-21,-31,-39,-43,-19,-12,-12,-29,-47,-53,-49,-30,-21,-24,-39,-46,-48,-50,NA,NA,NA,NA,-47,-43,-63,NA,NA,NA,NA,-48,-57,-51,NA,NA,NA,NA,-54,-48,-50,NA,NA,NA,NA,-38,-40,NA,NA,NA,NA,NA,-41,-33,NA,NA,NA,NA,NA,-37,-28,NA,NA,NA,NA,NA,-7,0,NA,NA,NA,NA,NA,-15,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Colorado","Gunnison County",-1,1,13,3,-4,0,5,2,9,5,1,-5,-1,6,0,6,-3,1,-4,8,4,0,8,4,17,1,16,5,2,-8,-11,-22,-33,-38,-30,-43,-46,-41,-26,-37,-39,-45,-46,-43,-43,-33,-41,-41,-40,-41,-38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Colorado","Huerfano County",-5,0,-5,-15,-9,-5,16,16,5,11,15,19,21,27,28,26,25,9,15,2,8,2,7,-4,4,17,30,26,44,38,47,46,32,12,0,-3,0,5,-11,4,-23,-19,-30,-43,-24,-17,-17,-16,-8,-7,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Colorado","Jefferson County",-1,-4,-1,-5,-8,-1,0,2,-10,-3,-7,0,0,-6,-4,-8,-6,-1,-3,-3,-3,0,-7,-2,-3,3,18,26,13,-1,17,3,3,-23,-18,-15,-24,-16,-20,-21,-33,-37,-39,-41,-33,-28,-30,-35,-31,-32,-34,-29,-27,-27,-25,-23,-17,-52,-40,-30,-24,-44,-26,-26,-27,-25,-26,-26,-26,-26,-20,-23,-21,-21,-20,-18,-14,-15,-13,-15,-11,-15,-14,-7,1,-3,-19,-13,-12,-12,-13,-11,-16,-10,-9,-7,-6,-3,-11,-25,-8,-9,-11,-9,-9,-12,-13,-7,-5,-5,-4,-4,-12,-10,-8,-10,-6,-5,-7,-11,-13,-7,-4,-6,-7,-6,-2,-10,-9,-8
"248","Colorado","Kiowa County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Colorado","Kit Carson County",-6,-13,-4,-9,-11,NA,0,-2,-4,-4,-16,-2,-2,0,-4,2,-2,NA,-2,NA,10,8,NA,2,-4,NA,NA,22,22,2,NA,NA,NA,NA,10,16,-9,4,-4,-2,-9,-4,-27,-20,-11,-9,-2,-7,0,-4,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Colorado","La Plata County",8,16,3,5,7,9,7,10,11,8,8,7,7,12,14,21,8,15,16,13,12,18,28,23,14,23,31,37,33,38,34,25,22,-3,13,3,-4,4,-7,-4,-17,-23,-19,-28,-19,-16,-11,-17,-6,-19,-15,-15,-12,-13,-9,-6,-7,-38,-21,-21,-14,-16,-9,-17,-12,-6,-16,-11,-12,-7,-5,-6,-2,-4,-8,-3,4,3,6,7,8,-3,-8,-2,8,13,-12,-5,1,-6,-2,7,6,0,13,23,22,30,30,46,14,19,18,19,21,32,35,25,25,27,25,27,33,39,29,23,28,28,25,38,44,26,26,32,28,31,40,49,30,32
"251","Colorado","Lake County",5,16,0,10,0,4,2,8,-9,7,6,9,2,-2,-5,-2,-11,4,0,11,5,13,7,2,19,8,19,13,8,21,13,-6,4,-17,-18,-26,-26,-24,-10,-17,-23,-34,-31,-33,-27,-21,-25,-28,-32,-39,-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Colorado","Larimer County",8,6,3,4,-3,3,6,9,1,1,-1,5,8,10,10,7,5,17,11,14,15,18,14,17,19,14,30,32,20,10,20,20,10,-11,-4,-5,-10,-6,-6,3,-21,-29,-28,-27,-22,-13,-18,-25,-19,-20,-20,-16,-14,-15,-14,-10,-6,-50,-32,-23,-17,-43,-24,-25,-24,-20,-17,-19,-17,-18,-15,-16,-13,-12,-13,-11,-7,-14,-7,-7,0,-9,-8,-4,3,2,-16,-9,-7,-8,-8,-3,-6,-5,2,1,2,7,3,-9,-1,1,-1,0,1,0,0,3,4,3,3,3,-3,4,-2,0,1,3,3,3,4,0,5,2,3,1,9,1,1,3
"253","Colorado","Las Animas County",6,12,7,3,7,0,-2,4,-3,4,-5,6,16,8,11,16,3,10,12,20,15,27,24,21,22,20,32,19,46,45,40,26,26,17,4,17,-1,-4,5,-3,-16,-21,-21,-23,-24,-12,-8,-1,-10,-19,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Colorado","Lincoln County",-4,NA,4,NA,-6,0,12,0,NA,-7,-16,4,6,16,4,NA,4,NA,6,2,14,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA,NA,-4,-8,9,NA,4,NA,-6,-4,-16,-30,-31,-11,-7,-19,-21,-16,-13,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Colorado","Logan County",3,2,-4,-3,-6,-3,6,-21,0,-3,4,6,3,15,15,10,3,20,14,21,14,13,33,3,14,19,23,27,8,NA,20,33,49,-31,-32,-1,0,7,3,0,-33,-22,-43,-15,-46,-25,-9,-9,-9,-25,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Colorado","Mesa County",6,7,9,1,5,7,3,4,7,5,2,7,10,11,14,16,12,16,10,14,11,15,17,16,12,14,26,26,28,21,31,21,10,10,9,1,-1,-2,0,3,-17,-22,-21,-21,-14,-13,-11,-15,-8,-18,-15,-9,-14,-12,-8,-4,-7,-26,-13,-11,-6,-9,-12,-13,-10,-7,-7,-9,-6,-3,-5,-6,3,1,4,8,3,0,5,4,8,1,10,15,28,31,8,11,12,15,15,16,15,15,18,14,18,20,21,24,17,14,14,17,14,13,18,19,15,16,19,10,7,16,10,10,14,18,15,14,22,16,14,16,17,17,24,26,15,14
"257","Colorado","Moffat County",4,-2,-5,-1,-2,-7,-1,-3,-6,-5,-8,-2,-5,2,-5,5,2,6,3,3,-4,2,-3,0,2,7,11,17,10,15,2,2,4,-8,3,-10,-8,-10,-14,-9,-19,-28,-24,-22,-27,-23,-11,-24,-15,-25,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Colorado","Montezuma County",22,19,18,23,23,19,18,15,10,15,17,23,28,24,26,28,23,32,22,41,25,27,25,31,25,31,41,49,47,46,56,51,50,28,41,21,8,15,17,14,3,-10,-12,-14,-10,-5,7,2,3,-2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Colorado","Montrose County",4,3,0,0,0,2,2,1,-5,-5,0,2,5,2,10,1,1,5,3,5,8,15,5,10,8,8,18,22,25,11,23,15,5,3,1,-3,-21,-14,-14,-8,-23,-29,-30,-31,-23,-14,-17,-21,-15,-21,-21,-14,-19,-17,-15,-15,-10,-41,-16,-18,-16,-17,-13,-11,-16,-15,-19,-16,-15,-10,-6,-18,-7,-3,-8,-7,-3,2,1,-3,-3,-3,0,3,23,25,-5,-2,-1,1,2,15,9,8,1,8,5,9,17,18,4,2,3,11,5,14,9,13,5,9,8,7,17,14,8,8,5,6,9,21,17,13,7,9,12,18,28,27,16,14
"260","Colorado","Morgan County",3,-12,1,0,-9,-3,-1,9,-11,5,-10,3,2,3,6,0,4,6,11,4,3,20,2,12,13,7,18,11,5,12,24,15,20,-12,-5,4,-7,3,-7,-1,-22,-26,-35,-33,-28,-21,-21,-28,-19,-12,-27,NA,NA,NA,NA,-20,-17,-57,NA,NA,NA,-33,-19,-23,NA,NA,NA,NA,NA,-27,-24,-30,NA,NA,NA,NA,-6,-7,NA,NA,NA,NA,NA,-19,-8,NA,NA,NA,NA,-26,-23,-15,NA,-12,-9,-5,0,7,7,NA,NA,2,-6,-2,-3,1,NA,8,1,-1,-3,0,-1,NA,8,1,0,-10,-3,0,NA,5,5,2,-5,-3,9,NA,7,4
"261","Colorado","Otero County",-6,0,-3,-9,-4,-6,-1,3,-1,-11,-9,3,20,28,9,14,11,24,10,19,12,17,17,12,18,9,22,4,10,7,21,24,5,9,10,4,-5,-6,2,-2,-22,-26,-29,-28,-22,-10,-9,-8,-14,-20,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Colorado","Ouray County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Colorado","Park County",3,-15,NA,-9,NA,-2,-14,5,-5,2,-4,NA,-12,-5,0,7,-11,-4,NA,4,5,2,3,NA,NA,NA,14,-3,5,16,NA,7,NA,-40,-34,-32,-28,-19,-11,-16,-28,-48,-56,-44,-40,-24,-14,-30,-45,-41,-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Colorado","Phillips County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Colorado","Pitkin County",-8,3,0,-3,-3,-4,-8,-5,3,3,-7,1,7,-8,-2,-5,-1,-1,-3,-3,4,2,2,8,-1,1,8,-6,-18,-8,-15,-22,-34,-45,-35,-52,-51,-46,-49,-53,-57,-60,-61,-56,-59,-58,-58,-65,-56,-59,-53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
