date,state,positive,negative,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,recovered,death
20200403,NH,479,6575,,,,101,5
20200403,NJ,29895,37608,3016,,,,646
20200403,NM,403,14375,31,,,26,7
20200403,NV,1514,13018,,,,,59
20200403,NY,102863,157657,14810,3731,,8886,2935
20200403,OH,3312,35063,,,,,91
20200403,OK,988,1315,171,123,,383,38
20200403,OR,899,16535,188,,38,,22
20200403,PA,8420,53695,,,,,102
20200403,PR,378,2049,,,,,15
20200403,RI,709,4857,77,14,6,35,14
20200403,SC,1554,5441,,,,,31
20200403,SD,187,4593,,,,69,2
20200403,TN,3067,34772,625,,,248,37
20200403,TX,5330,50434,196,,,38,90
20200403,UT,1246,23002,,,,,7
20200403,VA,2012,16993,,,,,46
20200403,VI,38,154,,,,29,
20200403,VT,460,4865,29,,,15,17
20200403,WA,9485,90661,,,,,338
20200403,WI,2263,22377,,,,,37
20200403,WV,237,6130,,,,,2
20200403,WY,162,2704,,,,37,0
20200402,AK,143,4879,,,,,3
20200402,AL,1233,7503,,,,,32
20200402,AR,643,7880,66,,23,47,12
20200402,AS,0,3,,,,,0
20200402,AZ,1598,21111,,,,,32
20200402,CA,9191,23809,1922,816,,,203
20200402,CO,3342,15303,698,,,,80
20200402,CT,3824,14476,827,,,,112
20200402,DC,653,4417,,,,173,12
20200402,DE,393,4566,56,,,49,16
20200402,FL,8010,69286,,,,,128
20200402,GA,5348,17609,,,,,163
20200402,GU,82,442,19,2,,12,3
20200402,HI,258,10206,,,,69,1
20200402,IA,614,8054,74,,,46,11
20200402,ID,669,6613,49,,,,9
20200402,IL,7695,35961,,,,,157
20200402,IN,3039,13246,,,,,78
20200402,KS,552,6059,,,,,13
20200402,KY,680,7220,,,,,20
20200402,LA,9150,41936,1639,,507,,310
20200402,MA,8867,47767,,,,,229
20200402,MD,2331,18890,,,,81,64
20200402,ME,376,6088,,,,94,7
20200402,MI,21376,33443,,,,,801
20200402,MN,1056,23780,75,38,,,18
20200402,MO,1834,17849,,,,,19
20200402,MP,8,13,,,,,1
20200402,MS,1177,4753,,,,,26
20200402,MT,227,5093,,,,,5
20200402,NC,1857,26822,184,,,,16
20200402,ND,159,4821,,,,43,3
20200402,NE,246,3978,,,,,5
20200402,NH,415,6078,,,,91,4
20200402,NJ,25590,33520,2000,,,,537
20200402,NM,363,13648,31,,,26,6
20200402,NV,1458,12588,,,,,51
20200402,NY,92381,146584,13383,3396,,7434,2373
20200402,OH,2902,32016,,,,,81
20200402,OK,879,1265,182,144,,,34
20200402,OR,826,15259,134,,38,,21
20200402,PA,7016,47698,,,,,90
20200402,PR,316,1604,,,,,12
20200402,RI,657,4412,72,14,6,35,12
20200402,SC,1554,5441,,,,,31
20200402,SD,165,4217,,,,57,2
20200402,TN,2845,31766,656,,,220,32
20200402,TX,4669,46010,196,,,38,70
20200402,UT,1074,20155,,,,,7
20200402,VA,1706,15883,246,,,,41
20200402,VI,33,149,,,,25,
20200402,VT,390,4384,29,,,15,17
20200402,WA,9201,86091,,,,,310
20200402,WI,2040,20317,,,,,31
20200402,WV,217,5276,,,,,2
20200402,WY,150,2439,,,,31,0
20200401,AK,133,4470,,,,,3
20200401,AL,1077,6697,,,,,26
20200401,AR,584,7354,56,,25,42,10
20200401,AS,0,3,,,,,0
20200401,AZ,1413,19645,,,,,29
20200401,CA,8155,21772,1855,774,,,171
20200401,CO,2966,13883,574,,,,69
20200401,CT,3557,13043,766,,,,85
20200401,DC,586,3262,,,,142,11
20200401,DE,368,4015,51,,,49,13
20200401,FL,6955,59529,,,,,87
20200401,GA,4638,15688,,,,,139
20200401,GU,77,406,19,2,,9,3
20200401,HI,208,8721,,,,58,1
20200401,IA,549,7304,63,,,118,9
20200401,ID,525,6076,49,,,,9
20200401,IL,6980,33404,,,,,141
20200401,IN,2565,11810,,,,,65
20200401,KS,482,5411,,,,,10
20200401,KY,591,6965,,,,,17
20200401,LA,6424,39352,1498,,490,,273
20200401,MA,7639,44125,,,,,187
20200401,MD,1985,17233,,,,,52
20200401,ME,344,6088,,,,80,7
20200401,MI,20246,29951,,,,,676
20200401,MN,973,21880,54,27,,,17
20200401,MO,1581,15846,,,,,18
20200401,MP,6,,,,,,
20200401,MS,1073,3712,,,,,22
20200401,MT,208,4710,,,,,5
20200401,NC,1584,24659,204,,,,10
20200401,ND,142,4351,,,,34,3
20200401,NE,210,3475,,,,,4
20200401,NH,415,5985,,,,56,4
20200401,NJ,22255,30387,2000,,,,355
20200401,NM,315,12925,24,,,26,5
20200401,NV,1279,11519,,,,,45
20200401,NY,83712,137168,12226,3022,,6142,1941
20200401,OH,2547,26992,,,,,65
20200401,OK,719,1248,174,98,,,30
20200401,OR,736,13136,132,,40,,18
20200401,PA,5805,42427,,,,,74
20200401,PR,286,1409,,,,,11
20200401,RI,566,3831,60,14,6,35,10
20200401,SC,1293,5033,,,,,26
20200401,SD,129,3903,,,,51,2
20200401,TN,2683,29769,486,,,137,24
20200401,TX,3997,43860,196,,,38,58
20200401,UT,1012,20155,,,,,7
20200401,VA,1484,13860,,,,,34
20200401,VI,30,126,,,,21,
20200401,VT,359,4162,30,,,15,16
20200401,WA,8869,81516,,,,,282
20200401,WI,1821,18819,,,,,24
20200401,WV,191,4384,,,,,1
20200401,WY,130,2218,,,,31,0
20200331,AK,119,3594,,,,,3
20200331,AL,981,6298,,,,,13
20200331,AR,523,5959,64,,23,35,8
20200331,AS,0,3,,,,,0
20200331,AZ,1289,18082,,,,,24
20200331,CA,7482,21772,1617,657,,,153
20200331,CO,2627,12737,503,,,,51
20200331,CT,3128,13029,608,,,,69
20200331,DC,495,3262,,,,121,9
20200331,DE,319,3696,57,,,22,12
20200331,FL,6338,54285,,,,,77
20200331,GA,3929,12252,,,,,111
20200331,GU,69,371,19,2,,7,2
20200331,HI,204,8471,,,,49,
20200331,IA,497,6888,61,,,33,7
20200331,ID,415,5297,45,,,,7
20200331,IL,5994,29231,,,,,99
20200331,IN,2159,11214,,,,,49
20200331,KS,428,4996,,,,,9
20200331,KY,480,6330,,,,,11
20200331,LA,5237,33730,1355,,438,,239
20200331,MA,6521,40440,,,,,153
20200331,MD,1660,14868,,,,,43
20200331,ME,303,6088,,,,68,5
20200331,MI,18654,26334,,,,,551
20200331,MN,916,20935,56,26,,,12
20200331,MO,1327,14614,,,,,14
20200331,MP,2,,,,,,
20200331,MS,937,3537,,,,,20
20200331,MT,184,4234,,,,,4
20200331,NC,1498,21608,157,,,,8
20200331,ND,126,4131,,,,30,3
20200331,NE,172,2931,,,,,3
20200331,NH,314,5413,,,,,3
20200331,NJ,18696,27077,2000,,,,267
20200331,NM,281,12246,22,,,26,4
20200331,NV,1113,10681,,,,,37
20200331,NY,75795,129391,10929,2710,,4975,1550
20200331,OH,2199,26992,,,,,55
20200331,OK,565,1229,,83,,,23
20200331,OR,690,13136,132,,40,,18
20200331,PA,4843,37645,,,,,63
20200331,PR,239,1195,,,,,8
20200331,RI,489,3476,59,9,6,35,8
20200331,SC,1083,4616,,,,,22
20200331,SD,108,3609,,,,44,1
20200331,TN,2239,25121,9,,,121,23
20200331,TX,3266,39726,196,,,38,41
20200331,UT,887,17626,,,,,5
20200331,VA,1250,12151,,,,,27
20200331,VI,30,126,,,,21,
20200331,VT,320,3949,21,,,15,13
20200331,WA,8431,77237,,,,,262
20200331,WI,1585,17375,,,,,16
20200331,WV,162,3981,,,,,1
20200331,WY,109,1999,,,,26,0
20200330,AK,114,3540,,,,,3
20200330,AL,859,5694,,,,,6
20200330,AR,473,5262,62,,21,29,7
20200330,AS,,,,,,,0
20200330,AZ,1157,15602,,,,,20
20200330,CA,6447,20549,1432,597,,,133
20200330,CO,2627,12737,358,,,,51
20200330,CT,2571,12029,517,,,,36
20200330,DC,401,2682,,,,106,9
20200330,DE,264,2216,45,,,9,11
20200330,FL,5473,48225,,,,,63
20200330,GA,2809,9915,,,,,87
20200330,GU,58,352,19,2,,7,1
20200330,HI,175,7825,,,,,
20200330,IA,424,6162,51,,,23,6
20200330,ID,310,4396,42,,,,6
20200330,IL,5057,25389,,,,,73
20200330,IN,1786,9872,,,,,35
20200330,KS,368,4554,,,,,8
20200330,KY,439,5579,,,,,9
20200330,LA,4025,30008,1185,,385,,185
20200330,MA,5653,37166,,,,,124
20200330,MD,1413,13316,,,,,35
20200330,ME,275,3394,,,,41,3
20200330,MI,17363,23263,,,,,437
20200330,MN,823,19512,56,24,,,10
20200330,MO,1031,13204,,,,,13
20200330,MP,2,,,,,,
20200330,MS,847,2989,,,,,16
20200330,MT,171,4143,,,,,4
20200330,NC,1307,19557,137,,,,6
20200330,ND,109,3728,,,,19,2
20200330,NE,145,2584,,,,,2
20200330,NH,314,5386,,,,,3
20200330,NJ,16636,25224,2000,,,,198
20200330,NM,237,10942,22,,,26,2
20200330,NV,1008,10207,,,,,32
20200330,NY,66497,119971,9517,2352,,4204,1218
20200330,OH,1933,25342,,,,,39
20200330,OK,481,1207,,103,,,17
20200330,OR,606,12277,132,,39,,16
20200330,PA,4087,33777,,,,,49
20200330,PR,174,931,,,,,6
20200330,RI,402,3187,41,9,6,,4
20200330,SC,925,4160,,,,,18
20200330,SD,101,3478,,,,34,1
20200330,TN,1834,21470,,,,,13
20200330,TX,2877,33003,,,,38,34
20200330,UT,806,15197,,,,,4
20200330,VA,1020,11018,,,,,25
20200330,VI,30,126,,,,,
20200330,VT,293,3718,,,,,12
20200330,WA,8120,72842,,,,,248
20200330,WI,1422,15856,,,,,14
20200330,WV,126,2984,,,,,1
20200330,WY,94,1840,,,,24,0
20200329,AK,102,3232,,,,,2
20200329,AL,806,4184,,,,,4
20200329,AR,426,3027,43,,16,28,6
20200329,AS,,,,,,,0
20200329,AZ,919,12953,,,,,17
20200329,CA,5708,20549,1034,410,,,123
20200329,CO,2061,11215,332,,,,44
20200329,CT,1993,9907,404,,,,34
20200329,DC,342,2469,,,,66,5
20200329,DE,232,36,33,,,9,10
20200329,FL,4246,39070,,,,,56
20200329,GA,2651,9913,,,,,80
20200329,GU,56,334,15,,,7,1
20200329,HI,151,6849,,,,,
20200329,IA,336,5013,51,,,17,4
20200329,ID,261,4021,35,,,,5
20200329,IL,4596,23166,,,,,65
20200329,IN,1514,8316,,,,,32
20200329,KS,319,4194,,,,,6
20200329,KY,394,5147,,,,,9
20200329,LA,3540,24331,1127,,380,,151
20200329,MA,4856,34234,,,,,99
20200329,MD,1239,12354,,,,,24
20200329,ME,253,3394,,,,41,3
20200329,MI,15784,17417,,,,,351
20200329,MN,725,18566,39,,,243,9
20200329,MO,838,11547,,,,,10
20200329,MP,2,,,,,,
20200329,MS,758,2560,,,,,14
20200329,MT,154,4143,,,,,1
20200329,NC,1040,17905,91,,,,4
20200329,ND,98,3355,,,,18,1
20200329,NE,108,1968,,,,,2
20200329,NH,214,4524,,,,,2
20200329,NJ,13386,22216,2000,,,,161
20200329,NM,237,10769,19,,,2,2
20200329,NV,738,8412,,,,,28
20200329,NY,59513,112847,8503,2037,,3572,965
20200329,OH,1653,19012,,,,,29
20200329,OK,429,1205,,,,,16
20200329,OR,548,10878,107,,37,,13
20200329,PA,3394,30061,,,,,38
20200329,PR,127,841,,,,,5
20200329,RI,294,2840,35,9,6,,3
20200329,SC,774,3015,,,,,16
20200329,SD,90,3127,,,,29,1
20200329,TN,1537,19037,,,,,7
20200329,TX,2552,23208,,,,,34
20200329,UT,719,13274,,,,,2
20200329,VA,890,9719,,,,,22
20200329,VI,23,123,,,,,
20200329,VT,256,3483,,,,,12
20200329,WA,7715,68097,,,,,237
20200329,WI,1276,16550,,,,,13
20200329,WV,113,2705,,,,,0
20200329,WY,86,1554,,,,20,0
20200328,AK,85,2836,,,,,2
20200328,AL,696,4184,,,,,3
20200328,AR,404,2938,48,,17,24,5
20200328,AS,,,,,,,0
20200328,AZ,873,7455,,,,,15
20200328,CA,4643,20549,1034,410,,,101
20200328,CO,1734,9942,307,,,,31
20200328,CT,1291,7109,173,,,,27
20200328,DC,304,2211,,,,51,4
20200328,DE,214,36,31,,,9,9
20200328,FL,3763,35366,,,,,54
20200328,GA,2366,8685,,,,,69
20200328,GU,55,299,15,,,7,1
20200328,HI,120,4357,,,,,
20200328,IA,298,4375,46,,,15,3
20200328,ID,230,3342,38,,,,4
20200328,IL,3491,22000,,,,,47
20200328,IN,1232,7175,,,,,31
20200328,KS,261,3671,,,,,5
20200328,KY,302,4821,,,,,8
20200328,LA,3315,21846,927,,336,,137
20200328,MA,4158,30915,,,,,72
20200328,MD,992,11516,,,,,17
20200328,ME,211,3394,,,,36,1
20200328,MI,14865,15902,,,,,283
20200328,MN,687,17395,30,,,215,5
20200328,MO,838,10082,,,,,10
20200328,MP,2,,,,,,
20200328,MS,663,2560,,,,,13
20200328,MT,129,3256,,,,,1
20200328,NC,935,16592,87,,,,4
20200328,ND,83,2809,,,,16,1
20200328,NE,96,1904,,,,,2
20200328,NH,187,3656,,,,,2
20200328,NJ,11124,19386,2000,,,,140
20200328,NM,191,9196,17,,,,1
20200328,NV,621,7901,,,,,25
20200328,NY,52318,103616,7328,1755,,2726,728
20200328,OH,1406,19012,,,,,25
20200328,OK,377,1180,,,,,15
20200328,OR,479,9693,107,,31,,13
20200328,PA,2751,25254,,,,,34
20200328,PR,100,739,,,,,3
20200328,RI,239,2541,29,9,6,,
20200328,SC,539,2408,,,,,13
20200328,SD,68,2592,,,,26,1
20200328,TN,1373,16965,,,,,6
20200328,TX,2052,23208,,,,,27
20200328,UT,602,10710,,,,,2
20200328,VA,739,8427,,,,,17
20200328,VI,22,106,,,,,
20200328,VT,234,3192,,,,,12
20200328,WA,7397,66582,,,,,220
20200328,WI,1134,15232,,,,,13
20200328,WV,96,2331,,,,,0
20200328,WY,82,1475,,,,18,0
20200327,AK,69,2319,,,,,1
20200327,AL,587,4184,,,,,3
20200327,AR,381,1545,48,,17,19,3
20200327,AS,,,,,,,0
20200327,AZ,736,7455,,,,,13
20200327,CA,3879,17380,746,200,,,78
20200327,CO,1430,8692,278,,,,24
20200327,CT,1291,7109,173,,,,27
20200327,DC,267,1897,,,,49,3
20200327,DE,163,36,15,,,9,5
20200327,FL,2765,28186,,,,,34
20200327,GA,2001,7864,,,,,64
20200327,GU,51,299,13,,,,1
20200327,HI,106,4357,,,,,
20200327,IA,235,3740,32,,,18,3
20200327,ID,189,2668,31,,,,3
20200327,IL,3026,18516,,,,,34
20200327,IN,981,5955,,,,,24
20200327,KS,202,3229,,,,,4
20200327,KY,248,3768,,,,,6
20200327,LA,2746,18613,773,,270,,119
20200327,MA,3151,26244,,,,,57
20200327,MD,774,94,,,,25,10
20200327,ME,168,3394,,,,24,1
20200327,MI,13799,14140,,,,,212
20200327,MN,640,13605,34,,,176,4
20200327,MO,669,369,,,,,8
20200327,MP,0,,,,,,0
20200327,MS,579,2560,,,,,8
20200327,MT,108,2590,,,,,
20200327,NC,763,14373,77,,,,3
20200327,ND,65,2427,,,,15,0
20200327,NE,85,1761,,,,,0
20200327,NH,158,3395,,,,,1
20200327,NJ,8825,16547,2000,,,,108
20200327,NM,136,8377,,,,,1
20200327,NV,535,6161,,,,,21
20200327,NY,44635,101118,6481,1583,,2045,519
20200327,OH,1137,19012,,,,,19
20200327,OK,322,1084,,,,,8
20200327,OR,414,8510,91,,31,,12
20200327,PA,2218,21016,,,,,22
20200327,PR,79,519,,,,,3
20200327,RI,203,2306,28,9,6,,
20200327,SC,456,2307,,,,,9
20200327,SD,58,2387,,,,21,1
20200327,TN,1203,14888,,,,,6
20200327,TX,1731,21935,,,,,23
20200327,UT,480,8764,,,,,2
20200327,VA,604,6733,,,,,14
20200327,VI,19,55,,,,,
20200327,VT,213,2868,,,,,10
20200327,WA,7076,64302,,,,,199
20200327,WI,969,13140,,,,,13
20200327,WV,76,1779,,,,,0
20200327,WY,70,1211,,,,17,0
20200326,AK,59,1801,,,,,1
20200326,AL,506,3593,,,,,1
20200326,AR,335,1504,41,,13,13,3
20200326,AS,,,,,,,0
20200326,AZ,577,347,,,,,8
20200326,CA,3006,17380,,,,,65
20200326,CO,1086,6978,230,,,,19
20200326,CT,1012,5625,125,,,,21
20200326,DC,231,1626,,,,21,3
20200326,DE,130,36,13,,,4,3
20200326,FL,2355,23741,,,,,28
20200326,GA,1525,7401,,,,,48
20200326,GU,45,263,11,,,,1
20200326,HI,95,4357,,,,,
20200326,IA,179,2578,31,,,15,1
20200326,ID,123,2065,34,,,,0
20200326,IL,2538,14093,,,,,26
20200326,IN,645,4006,,,,,17
20200326,KS,168,2869,,,,,3
20200326,KY,198,3102,,,,,4
20200326,LA,2305,15724,676,,239,,83
20200326,MA,2318,21327,,,,,42
20200326,MD,580,94,,,,,7
20200326,ME,155,3394,,,,16,
20200326,MI,12475,11730,,,,,159
20200326,MN,565,12604,31,,,,2
20200326,MO,502,369,,,,,8
20200326,MP,0,,,,,,0
20200326,MS,485,2291,,,,,6
20200326,MT,71,2128,,,,,
20200326,NC,636,12274,29,,,,2
20200326,ND,52,2039,,,,,0
20200326,NE,73,1584,,,,,0
20200326,NH,137,3001,,,,,1
20200326,NJ,6876,13661,1080,,,,81
20200326,NM,112,7681,,,,,1
20200326,NV,420,4697,,,,,17
20200326,NY,37258,84846,5327,1290,,,385
20200326,OH,867,16449,,,,,15
20200326,OK,248,958,,,,,7
20200326,OR,327,6953,,,,,11
20200326,PA,1687,16441,,,,,16
20200326,PR,64,377,,,,,2
20200326,RI,165,1262,23,9,6,,
20200326,SC,456,2307,,,,,9
20200326,SD,46,1973,,,,16,1
20200326,TN,957,13952,,,,,3
20200326,TX,1396,20028,,,,,18
20200326,UT,402,7308,,,,,1
20200326,VA,460,5729,,,,,13
20200326,VI,17,55,,,,,
20200326,VT,185,2744,,,,,9
20200326,WA,6700,60318,,,,,183
20200326,WI,806,11583,,,,,8
20200326,WV,51,1031,,,,,0
20200326,WY,53,1052,,,,12,
20200325,AK,42,1649,,,,,1
20200325,AL,283,2529,,,,,0
20200325,AR,280,1437,22,,4,11,2
20200325,AS,,,,,,,0
20200325,AZ,450,323,,,,,6
20200325,CA,2355,15921,,,,,53
20200325,CO,912,6789,152,,,,11
20200325,CT,875,5023,113,,,,19
20200325,DC,183,1423,,,,,2
20200325,DE,115,36,11,,,,2
20200325,FL,1682,15374,,,,,22
20200325,GA,1247,4932,,,,,40
20200325,GU,37,233,10,,,,1
20200325,HI,90,4357,,,,,
20200325,IA,145,2578,23,,,,1
20200325,ID,73,1887,,,,,0
20200325,IL,1865,12344,,,,,19
20200325,IN,477,2879,,,,,14
20200325,KS,126,2360,,,,,3
20200325,KY,157,2865,,,,,4
20200325,LA,1795,9656,491,,163,,65
20200325,MA,1739,18079,,,,,33
20200325,MD,423,94,,,,,5
20200325,ME,149,3177,,,,7,
20200325,MI,11335,8842,,,,,111
20200325,MN,502,11188,26,,,121,1
20200325,MO,356,369,,,,,8
20200325,MP,0,,,,,,0
20200325,MS,377,1566,,,,,2
20200325,MT,53,1948,,,,,
20200325,NC,504,9985,29,,,,1
20200325,ND,39,1734,,,,,0
20200325,NE,61,1304,,,,,0
20200325,NH,108,2356,,,,,1
20200325,NJ,4402,10452,,,,,62
20200325,NM,100,6742,,,,,1
20200325,NV,321,4251,,,,,13
20200325,NY,30811,72668,4079,,,,285
20200325,OH,704,14060,,,,,10
20200325,OK,164,805,,,,,5
20200325,OR,209,4350,,,,,8
20200325,PA,1127,11193,,,,,11
20200325,PR,51,317,,,,,2
20200325,RI,132,1262,15,,,,
20200325,SC,424,2303,,,,,7
20200325,SD,41,819,,,,,1
20200325,TN,784,11012,,,,,3
20200325,TX,974,12520,,,,,12
20200325,UT,346,6491,,,,,1
20200325,VA,391,4979,,,,,9
20200325,VI,17,55,,,,,
20200325,VT,160,1810,,,,,8
20200325,WA,6329,56218,,,,,159
20200325,WI,667,10089,,,,,7
20200325,WV,39,759,,,,,0
20200325,WY,44,954,,,,7,
20200324,AK,36,986,,,,,0
20200324,AL,215,2106,,,,,0
20200324,AR,218,947,22,,,,0
20200324,AS,,,,,,,0
20200324,AZ,357,313,,,,,5
20200324,CA,2102,13452,,,,,40
20200324,CO,720,5504,116,,,,7
20200324,CT,618,4682,71,,,,12
20200324,DC,137,1195,,,,,2
20200324,DE,91,36,,,,,1
20200324,FL,1412,13127,,,,,18
20200324,GA,1026,4458,,,,,32
20200324,GU,32,201,5,,,,1
20200324,HI,77,3589,,,,,
20200324,IA,124,2315,,,,,
20200324,ID,50,1887,,,,,0
20200324,IL,1535,9934,,,,,16
20200324,IN,365,2566,,,,,12
20200324,KS,98,2086,,,,,2
20200324,KY,124,1762,,,,,4
20200324,LA,1388,7215,271,,,,46
20200324,MA,1060,12714,,,,,26
20200324,MD,349,94,,,,,5
20200324,ME,125,3014,,,,,
20200324,MI,10155,6989,,,,,86
20200324,MN,444,5550,,,,,1
20200324,MO,183,369,,,,,3
20200324,MP,0,,,,,,0
20200324,MS,320,1552,,,,,1
20200324,MT,46,1643,,,,,
20200324,NC,398,8141,,,,,0
20200324,ND,34,1454,,,,,0
20200324,NE,52,975,,,,,0
20200324,NH,101,1447,,,,,1
20200324,NJ,3675,8325,,,,,44
20200324,NM,83,5890,,,,,
20200324,NV,278,3954,,,,,13
20200324,NY,25665,65605,3343,,,,210
20200324,OH,564,140,,,,,8
20200324,OK,106,735,,,,,3
20200324,OR,209,4350,,,,,8
20200324,PA,851,8643,,,,,7
20200324,PR,39,268,,,,,2
20200324,RI,124,1200,,,,,
20200324,SC,298,2012,,,,,5
20200324,SD,30,790,,,,,1
20200324,TN,667,10517,,,,,2
20200324,TX,410,10757,,,,,9
20200324,UT,299,5524,,,,,1
20200324,VA,290,4180,,,,,7
20200324,VI,17,,,,,,
20200324,VT,125,1569,,,,,7
20200324,WA,5923,51617,,,,,146
20200324,WI,525,8237,,,,,5
20200324,WV,20,610,,,,,0
20200324,WY,29,710,,,,,
20200323,AK,22,946,,,,,0
20200323,AL,167,1665,,,,,0
20200323,AR,174,906,13,,,,0
20200323,AS,,,,,,,0
20200323,AZ,265,309,,,,,2
20200323,CA,1733,12567,,,,,27
20200323,CO,591,4845,74,,,,6
20200323,CT,415,4085,54,,,,10
20200323,DC,116,1113,,,,,2
20200323,DE,68,36,,,,,0
20200323,FL,1171,11063,,,,,14
20200323,GA,772,4297,,,,,25
20200323,GU,29,161,,,,,1
20200323,HI,56,2955,,,,,
20200323,IA,105,2043,,,,,
20200323,ID,47,1309,,,,,0
20200323,IL,1273,8583,,,,,12
20200323,IN,259,1701,,,,,7
20200323,KS,82,417,,,,,2
20200323,KY,104,1762,,,,,3
20200323,LA,1172,4776,,,,,34
20200323,MA,678,8263,,,,,17
20200323,MD,288,94,,,,,4
20200323,ME,107,2791,,,,,
20200323,MI,9062,5847,,,,,57
20200323,MN,393,4511,,,,,1
20200323,MO,183,369,,,,,3
20200323,MP,0,,,,,,0
20200323,MS,249,1143,,,,,1
20200323,MT,34,1146,,,,,
20200323,NC,297,8141,,,,,0
20200323,ND,30,1353,,,,,0
20200323,NE,50,356,,,,,0
20200323,NH,78,1374,,,,,
20200323,NJ,2844,359,,,,,27
20200323,NM,65,5321,,,,,
20200323,NV,245,3490,,,,,8
20200323,NY,20875,57414,2629,,,,114
20200323,OH,442,140,,,,,6
20200323,OK,81,694,,,,,2
20200323,OR,191,3649,,,,,5
20200323,PA,644,6595,,,,,6
20200323,PR,31,189,,,,,2
20200323,RI,106,1143,,,,,
20200323,SC,298,1466,,,,,5
20200323,SD,28,762,,,,,1
20200323,TN,615,3272,,,,,2
20200323,TX,352,9703,,,,,8
20200323,UT,257,4790,,,,,1
20200323,VA,254,3443,,,,,6
20200323,VI,17,,,,,,
20200323,VT,97,1424,,,,,5
20200323,WA,5568,46745,,,,,137
20200323,WI,466,7050,,,,,5
20200323,WV,16,444,,,,,0
20200323,WY,26,592,,,,,
20200322,AK,22,946,,,,,0
20200322,AL,138,1464,,,,,0
20200322,AR,165,711,13,,,,0
20200322,AS,,,,,,,0
20200322,AZ,152,282,,,,,2
20200322,CA,1536,11304,,,,,27
20200322,CO,475,4075,56,,,,5
20200322,CT,223,2877,43,,,,5
20200322,DC,98,957,,,,,1
20200322,DE,56,36,,,,,0
20200322,FL,830,7990,,,,,13
20200322,GA,600,3420,,,,,23
20200322,GU,27,126,,,,,1
20200322,HI,48,263,,,,,
20200322,IA,90,1215,,,,,
20200322,ID,42,1175,,,,,0
20200322,IL,1049,7271,,,,,9
20200322,IN,201,1293,,,,,6
20200322,KS,64,417,,,,,2
20200322,KY,99,1472,,,,,3
20200322,LA,837,2661,,,,,20
20200322,MA,547,5476,,,,,11
20200322,MD,244,94,,,,,4
20200322,ME,89,2264,,,,,
20200322,MI,7822,4791,,,,,36
20200322,MN,349,4511,,,,,1
20200322,MO,90,369,,,,,3
20200322,MP,0,,,,,,0
20200322,MS,207,1114,,,,,1
20200322,MT,31,1146,,,,,
20200322,NC,255,6183,,,,,0
20200322,ND,28,1260,,,,,0
20200322,NE,48,356,,,,,0
20200322,NH,65,1188,,,,,
20200322,NJ,1914,327,,,,,20
20200322,NM,57,4722,,,,,
20200322,NV,190,2448,,,,,7
20200322,NY,15168,46233,2043,,,,114
20200322,OH,351,140,,,,,3
20200322,OK,67,669,,,,,2
20200322,OR,161,2864,,,,,4
20200322,PA,479,4964,,,,,2
20200322,PR,23,183,,,,,1
20200322,RI,83,932,,,,,
20200322,SC,195,1466,,,,,3
20200322,SD,21,740,,,,,1
20200322,TN,505,3272,,,,,
20200322,TX,334,8422,,,,,5
20200322,UT,181,3508,,,,,1
20200322,VA,219,3118,,,,,3
20200322,VI,6,,,,,,
20200322,VT,76,1204,,,,,2
20200322,WA,5121,41889,,,,,126
20200322,WI,425,6230,,,,,4
20200322,WV,12,385,,,,,0
20200322,WY,24,438,,,,,
20200321,AK,14,758,,,,,0
20200321,AL,124,28,,,,,0
20200321,AR,118,567,,,,,
20200321,AS,,,,,,,0
20200321,AZ,104,240,,,,,1
20200321,CA,1279,11249,,,,,24
20200321,CO,363,3317,,,,,4
20200321,CT,194,2106,,,,,4
20200321,DC,77,506,,,,,1
20200321,DE,45,36,,,,,0
20200321,FL,658,6579,,,,,12
20200321,GA,507,2557,,,,,14
20200321,GU,15,108,,,,,
20200321,HI,37,124,,,,,
20200321,IA,68,1049,,,,,
20200321,ID,31,880,,,,,
20200321,IL,753,5488,,,,,6
20200321,IN,126,707,,,,,4
20200321,KS,55,417,,,,,2
20200321,KY,54,714,,,,,2
