,,,,,CONSUMERS ONLY,,,,,,,,,,
Germany,National Nutrition Survey II,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"9,756",93.6%,126.04,103.04,13.40,25.50,101.83,320.05,380.20,482.25, 
Germany,National Nutrition Survey II,Adults,Starchy roots and tubers,A.01.000467,"6,529",62.7%,94.04,59.39,24.00,31.00,70.50,210.00,228.00,293.50, 
Germany,National Nutrition Survey II,Adults,"Legumes, nuts and oilseeds",A.01.000486,"2,788",26.8%,35.46,40.00,2.80,4.90,25.00,110.40,148.60,203.85, 
Germany,National Nutrition Survey II,Adults,Fruit and fruit products,A.01.000544,"8,700",83.5%,205.21,177.84,15.00,25.00,161.93,539.65,652.50,799.95, 
Germany,National Nutrition Survey II,Adults,Meat and meat products (including edible offal),A.01.000727,"9,708",93.2%,116.66,89.68,15.00,26.00,95.25,285.50,346.00,420.50, 
Germany,National Nutrition Survey II,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,"2,652",25.5%,67.02,52.75,7.25,11.30,52.28,152.40,196.50,250.00, 
Germany,National Nutrition Survey II,Adults,Milk and dairy products,A.01.000948,"10,097",96.9%,197.37,183.80,16.50,27.90,149.80,548.60,667.60,878.50, 
Germany,National Nutrition Survey II,Adults,Eggs and egg products,A.01.001252,"2,504",24.0%,29.60,21.32,2.75,5.50,30.00,60.00,90.00,105.00, 
Germany,National Nutrition Survey II,Adults,Sugar and confectionary,A.01.001267,"7,240",69.5%,31.54,34.22,2.00,3.50,20.83,100.00,124.20,154.35, 
Germany,National Nutrition Survey II,Adults,Animal and vegetable fats and oils,A.01.001346,"9,971",95.7%,23.74,20.08,2.50,4.55,18.80,61.75,76.05,97.15, 
Germany,National Nutrition Survey II,Adults,Fruit and vegetable juices,A.01.001394,"5,470",52.5%,425.53,414.97,62.50,100.00,275.00,"1,250.00","1,587.50","2,000.00", 
Germany,National Nutrition Survey II,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"10,121",97.1%,905.37,575.15,213.65,300.00,784.60,"2,000.00","2,395.00","2,830.00", 
Germany,National Nutrition Survey II,Adults,Alcoholic beverages,A.01.001534,"5,557",53.3%,442.41,477.37,16.25,62.50,275.00,"1,307.25","1,743.35","2,277.90", 
Germany,National Nutrition Survey II,Adults,Drinking water (water without any additives except,A.01.001573,"9,408",90.3%,"1,126.39",779.99,150.00,250.00,"1,000.00","2,592.10","3,000.00","3,450.00", 
Germany,National Nutrition Survey II,Adults,"Herbs, spices and condiments",A.01.001580,"7,996",76.7%,41.80,43.21,2.30,4.75,28.00,125.00,151.20,196.75, 
Germany,National Nutrition Survey II,Adults,Products for special nutritional use,A.01.001748,53,0.5%,173.98,230.58,7.00,10.00,125.00,750.00,"1,000.00","1,124.00", 
Germany,National Nutrition Survey II,Adults,Composite food (including frozen products),A.01.001789,"5,993",57.5%,129.65,126.19,6.85,16.15,90.00,385.00,457.90,577.50, 
Germany,National Nutrition Survey II,Adults,"Snacks, desserts, and other foods",A.01.001877,"2,818",27.0%,64.21,53.23,10.00,18.00,50.00,170.50,217.50,257.50, 
Germany,National Nutrition Survey II,Elderly,Grains and grain-based products,A.01.000001,"2,002",99.8%,234.60,109.35,92.25,112.55,218.55,432.00,483.00,583.60, 
Germany,National Nutrition Survey II,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,"1,915",95.5%,129.21,95.45,19.35,30.45,107.85,318.75,373.60,454.35, 
Germany,National Nutrition Survey II,Elderly,Starchy roots and tubers,A.01.000467,"1,594",79.5%,101.54,61.23,25.00,35.00,77.58,215.50,228.00,298.50, 
Germany,National Nutrition Survey II,Elderly,"Legumes, nuts and oilseeds",A.01.000486,478,23.8%,40.25,49.51,2.90,4.50,25.00,140.00,213.50,260.00, 
Germany,National Nutrition Survey II,Elderly,Fruit and fruit products,A.01.000544,"1,905",95.0%,247.05,181.89,20.00,47.25,208.90,588.20,695.95,790.00, 
Germany,National Nutrition Survey II,Elderly,Meat and meat products (including edible offal),A.01.000727,"1,893",94.4%,104.00,72.91,15.90,26.00,90.00,244.20,286.00,343.00, 
Germany,National Nutrition Survey II,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,613,30.6%,70.85,52.43,7.50,13.50,56.70,167.50,209.15,242.00, 
Germany,National Nutrition Survey II,Elderly,Milk and dairy products,A.01.000948,"1,970",98.2%,181.37,170.76,19.50,29.90,133.25,504.50,627.50,817.70, 
Germany,National Nutrition Survey II,Elderly,Eggs and egg products,A.01.001252,478,23.8%,29.32,21.71,2.30,4.65,30.00,60.00,68.20,105.00, 
Germany,National Nutrition Survey II,Elderly,Sugar and confectionary,A.01.001267,"1,348",67.2%,22.71,26.43,1.25,2.35,15.00,67.75,93.25,121.75, 
Germany,National Nutrition Survey II,Elderly,Animal and vegetable fats and oils,A.01.001346,"1,971",98.3%,25.81,19.62,3.75,6.05,21.75,60.45,68.65,89.50, 
Germany,National Nutrition Survey II,Elderly,Fruit and vegetable juices,A.01.001394,921,45.9%,304.66,315.96,40.00,75.00,200.00,962.50,"1,250.00","1,625.00", 
Germany,National Nutrition Survey II,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,978",98.6%,862.83,479.12,285.00,362.20,760.00,"1,775.00","2,070.00","2,400.00", 
Germany,National Nutrition Survey II,Elderly,Alcoholic beverages,A.01.001534,"1,125",56.1%,416.29,407.15,30.00,62.50,280.00,"1,280.00","1,560.00","1,910.00", 
Germany,National Nutrition Survey II,Elderly,Drinking water (water without any additives except,A.01.001573,"1,823",90.9%,918.41,660.34,100.00,200.00,775.00,"2,150.00","2,500.00","2,900.00", 
Germany,National Nutrition Survey II,Elderly,"Herbs, spices and condiments",A.01.001580,"1,395",69.5%,29.95,31.41,0.90,2.45,20.00,92.20,118.10,139.45, 
Germany,National Nutrition Survey II,Elderly,Products for special nutritional use,A.01.001748,16,0.8%,47.29,71.87,2.50,8.50,32.33,300.00,300.00,300.00, 
Germany,National Nutrition Survey II,Elderly,Composite food (including frozen products),A.01.001789,"1,167",58.2%,134.86,127.11,7.00,19.05,93.85,385.00,467.50,577.50, 
Germany,National Nutrition Survey II,Elderly,"Snacks, desserts, and other foods",A.01.001877,443,22.1%,61.50,45.96,10.00,18.00,50.00,150.00,192.50,250.00, 
Germany,National Nutrition Survey II,Very elderly,Grains and grain-based products,A.01.000001,490,100.0%,230.34,119.65,82.25,100.00,211.50,437.95,542.45,684.25, 
Germany,National Nutrition Survey II,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,461,94.1%,118.59,93.95,17.65,30.00,95.55,273.50,341.75,435.85, 
Germany,National Nutrition Survey II,Very elderly,Starchy roots and tubers,A.01.000467,396,80.8%,105.49,56.56,35.00,35.25,100.83,223.45,228.00,250.00, 
Germany,National Nutrition Survey II,Very elderly,"Legumes, nuts and oilseeds",A.01.000486,89,18.2%,27.68,29.86,3.25,4.50,15.00,83.90,125.00,139.85, 
Germany,National Nutrition Survey II,Very elderly,Fruit and fruit products,A.01.000544,472,96.3%,251.23,180.63,27.50,52.80,213.40,601.15,723.65,901.65, 
Germany,National Nutrition Survey II,Very elderly,Meat and meat products (including edible offal),A.01.000727,460,93.9%,93.48,62.56,13.00,21.00,81.35,206.25,246.20,306.25, 
Germany,National Nutrition Survey II,Very elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,156,31.8%,67.54,47.19,11.25,18.75,57.70,149.50,199.00,218.25, 
Germany,National Nutrition Survey II,Very elderly,Milk and dairy products,A.01.000948,480,98.0%,188.02,180.15,16.05,27.50,123.85,556.35,683.25,860.00, 
Germany,National Nutrition Survey II,Very elderly,Eggs and egg products,A.01.001252,108,22.0%,30.31,21.65,1.55,3.20,30.00,60.00,87.85,90.00, 
Germany,National Nutrition Survey II,Very elderly,Sugar and confectionary,A.01.001267,353,72.0%,19.82,19.20,1.30,2.20,14.50,58.50,75.50,89.80, 
Germany,National Nutrition Survey II,Very elderly,Animal and vegetable fats and oils,A.01.001346,481,98.2%,28.43,19.26,5.00,8.05,24.35,62.75,76.85,93.50, 
Germany,National Nutrition Survey II,Very elderly,Fruit and vegetable juices,A.01.001394,229,46.7%,264.77,303.40,16.65,50.00,175.00,825.00,"1,000.00","1,351.25", 
Germany,National Nutrition Survey II,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,484,98.8%,810.19,425.58,250.00,345.00,737.33,"1,650.00","1,780.00","2,015.00", 
Germany,National Nutrition Survey II,Very elderly,Alcoholic beverages,A.01.001534,235,48.0%,334.69,283.07,34.40,62.50,250.00,890.10,"1,125.00","1,305.00", 
Germany,National Nutrition Survey II,Very elderly,Drinking water (water without any additives except,A.01.001573,456,93.1%,798.88,567.98,93.75,125.00,700.00,"1,850.00","2,100.00","2,475.00", 
Germany,National Nutrition Survey II,Very elderly,"Herbs, spices and condiments",A.01.001580,312,63.7%,31.63,37.97,1.15,2.50,21.15,91.00,143.00,185.30, 
Germany,National Nutrition Survey II,Very elderly,Products for special nutritional use,A.01.001748,4,0.8%,22.73,9.01,10.00,10.00,25.00,30.90,30.90,30.90, 
Germany,National Nutrition Survey II,Very elderly,Composite food (including frozen products),A.01.001789,317,64.7%,147.39,139.61,6.80,18.50,110.00,385.00,459.40,643.55, 
Germany,National Nutrition Survey II,Very elderly,"Snacks, desserts, and other foods",A.01.001877,94,19.2%,65.19,59.00,10.00,18.00,50.00,154.50,249.50,347.25, 
Denmark,Danish Dietary Survey,Other children,Grains and grain-based products,A.01.000001,490,100.0%,198.80,60.00,113.98,127.42,192.60,304.79,333.95,364.87, 
Denmark,Danish Dietary Survey,Other children,Vegetables and vegetable products (including fungi,A.01.000317,488,99.6%,130.25,82.86,32.56,42.80,111.95,290.74,339.18,408.09, 
Denmark,Danish Dietary Survey,Other children,Starchy roots and tubers,A.01.000467,483,98.6%,65.64,46.88,10.67,15.38,55.17,153.23,174.93,234.64, 
Denmark,Danish Dietary Survey,Other children,"Legumes, nuts and oilseeds",A.01.000486,334,68.2%,7.34,9.42,0.17,0.38,4.29,25.71,35.71,52.41, 
Denmark,Danish Dietary Survey,Other children,Fruit and fruit products,A.01.000544,487,99.4%,128.96,91.46,11.87,24.32,112.05,296.34,345.20,440.85, 
Denmark,Danish Dietary Survey,Other children,Meat and meat products (including edible offal),A.01.000727,489,99.8%,98.50,40.74,42.69,49.17,93.12,172.64,190.93,225.06, 
Denmark,Danish Dietary Survey,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,408,83.3%,14.62,12.43,1.84,2.71,11.50,40.55,47.33,62.47, 
Denmark,Danish Dietary Survey,Other children,Milk and dairy products,A.01.000948,490,100.0%,528.69,256.81,192.00,249.42,484.23,961.98,"1,073.00","1,386.44", 
Denmark,Danish Dietary Survey,Other children,Eggs and egg products,A.01.001252,488,99.6%,12.71,9.97,1.68,3.08,10.03,32.17,35.75,48.87, 
Denmark,Danish Dietary Survey,Other children,Sugar and confectionary,A.01.001267,488,99.6%,39.02,21.71,12.69,17.63,34.74,78.55,87.67,102.09, 
Denmark,Danish Dietary Survey,Other children,Animal and vegetable fats and oils,A.01.001346,490,100.0%,28.27,12.30,11.05,13.76,26.58,49.80,56.90,65.03, 
Denmark,Danish Dietary Survey,Other children,Fruit and vegetable juices,A.01.001394,477,97.3%,127.21,108.56,10.71,20.00,100.21,326.49,404.87,477.14, 
Denmark,Danish Dietary Survey,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,457,93.3%,196.60,157.02,21.43,42.86,157.14,485.71,571.43,728.57, 
Denmark,Danish Dietary Survey,Other children,Alcoholic beverages,A.01.001534,17,3.5%,20.14,17.55,2.60,2.60,20.78,47.14,47.14,47.14, 
Denmark,Danish Dietary Survey,Other children,Drinking water (water without any additives except,A.01.001573,490,100.0%,505.52,291.18,159.98,199.09,448.11,"1,051.74","1,237.13","1,441.74", 
Denmark,Danish Dietary Survey,Other children,"Herbs, spices and condiments",A.01.001580,490,100.0%,13.62,9.27,2.60,3.75,11.93,31.70,36.70,43.42, 
Denmark,Danish Dietary Survey,Other children,"Snacks, desserts, and other foods",A.01.001877,415,84.7%,22.73,17.56,2.14,5.00,18.57,55.71,67.86,83.57, 
Denmark,Danish Dietary Survey,Adolescents,Grains and grain-based products,A.01.000001,479,100.0%,210.12,73.33,110.06,130.04,195.94,348.53,372.87,425.10, 
Denmark,Danish Dietary Survey,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,479,100.0%,128.51,84.68,28.24,43.25,111.28,293.03,355.18,419.32, 
Denmark,Danish Dietary Survey,Adolescents,Starchy roots and tubers,A.01.000467,461,96.2%,97.03,72.13,15.28,22.69,83.92,238.69,288.84,340.51, 
Denmark,Danish Dietary Survey,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,329,68.7%,7.11,8.34,0.17,0.35,4.11,25.28,30.00,37.77, 
Denmark,Danish Dietary Survey,Adolescents,Fruit and fruit products,A.01.000544,468,97.7%,107.63,103.89,3.21,7.35,83.56,309.00,380.98,460.71, 
Denmark,Danish Dietary Survey,Adolescents,Meat and meat products (including edible offal),A.01.000727,479,100.0%,118.28,50.11,45.31,59.85,111.12,214.78,239.52,271.88, 
Denmark,Danish Dietary Survey,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,406,84.8%,14.47,13.88,1.84,2.15,10.36,43.20,48.46,58.13, 
Denmark,Danish Dietary Survey,Adolescents,Milk and dairy products,A.01.000948,479,100.0%,501.95,295.77,130.95,177.45,449.81,"1,094.59","1,197.84","1,476.43", 
Denmark,Danish Dietary Survey,Adolescents,Eggs and egg products,A.01.001252,473,98.7%,13.77,11.94,1.33,2.48,10.53,35.43,42.20,56.99, 
Denmark,Danish Dietary Survey,Adolescents,Sugar and confectionary,A.01.001267,479,100.0%,44.03,34.65,5.46,10.44,35.53,107.57,126.02,157.73, 
Denmark,Danish Dietary Survey,Adolescents,Animal and vegetable fats and oils,A.01.001346,479,100.0%,26.77,14.05,8.77,11.11,23.69,54.82,62.09,71.27, 
Denmark,Danish Dietary Survey,Adolescents,Fruit and vegetable juices,A.01.001394,446,93.1%,165.47,155.10,9.29,17.14,116.73,468.57,591.43,725.71, 
Denmark,Danish Dietary Survey,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,459,95.8%,343.69,264.22,57.14,85.71,278.57,900.00,"1,142.86","1,328.57", 
Denmark,Danish Dietary Survey,Adolescents,Alcoholic beverages,A.01.001534,104,21.7%,204.72,251.80,4.29,7.79,105.00,660.00,895.71,"1,150.71", 
Denmark,Danish Dietary Survey,Adolescents,Drinking water (water without any additives except,A.01.001573,479,100.0%,657.89,477.22,127.15,179.61,556.38,"1,408.21","1,799.73","2,795.23", 
Denmark,Danish Dietary Survey,Adolescents,"Herbs, spices and condiments",A.01.001580,479,100.0%,13.75,9.84,2.77,4.26,11.03,34.44,37.42,43.69, 
Denmark,Danish Dietary Survey,Adolescents,"Snacks, desserts, and other foods",A.01.001877,385,80.4%,23.02,19.46,2.14,4.29,17.86,62.86,78.57,85.71, 
Denmark,Danish Dietary Survey,Adults,Grains and grain-based products,A.01.000001,"2,822",100.0%,216.98,83.63,97.40,119.70,207.84,358.98,406.35,456.58, 
Denmark,Danish Dietary Survey,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"2,822",100.0%,162.08,102.73,43.44,60.75,141.44,350.61,424.32,528.33, 
Denmark,Danish Dietary Survey,Adults,Starchy roots and tubers,A.01.000467,"2,773",98.3%,111.86,83.37,13.31,25.21,92.51,269.73,329.74,392.14, 
Denmark,Danish Dietary Survey,Adults,"Legumes, nuts and oilseeds",A.01.000486,"2,341",83.0%,11.77,14.36,0.23,0.57,7.13,35.81,48.87,67.84, 
Denmark,Danish Dietary Survey,Adults,Fruit and fruit products,A.01.000544,"2,758",97.7%,155.22,137.69,6.36,17.86,122.55,418.37,516.13,622.57, 
Denmark,Danish Dietary Survey,Adults,Meat and meat products (including edible offal),A.01.000727,"2,821",100.0%,135.65,64.69,51.11,65.49,123.24,257.56,289.22,339.54, 
Denmark,Danish Dietary Survey,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,"2,527",89.5%,20.35,18.61,1.84,2.71,15.56,56.40,68.32,90.49, 
Denmark,Danish Dietary Survey,Adults,Milk and dairy products,A.01.000948,"2,822",100.0%,376.07,281.61,53.79,82.28,318.76,899.50,"1,059.91","1,327.13", 
Denmark,Danish Dietary Survey,Adults,Eggs and egg products,A.01.001252,"2,791",98.9%,16.36,14.63,1.65,2.72,12.59,44.06,54.14,65.27, 
Denmark,Danish Dietary Survey,Adults,Sugar and confectionary,A.01.001267,"2,745",97.3%,35.70,29.77,3.57,6.51,29.31,86.38,109.57,138.62, 
Denmark,Danish Dietary Survey,Adults,Animal and vegetable fats and oils,A.01.001346,"2,822",100.0%,31.81,19.34,8.83,11.74,27.90,67.60,78.84,93.13, 
Denmark,Danish Dietary Survey,Adults,Fruit and vegetable juices,A.01.001394,"2,214",78.5%,120.98,130.14,1.83,6.14,80.00,361.06,443.57,566.77, 
Denmark,Danish Dietary Survey,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"2,810",99.6%,"1,023.78",616.65,200.00,342.86,934.86,"2,085.71","2,542.86","3,028.57", 
