Naturalness,Taste,Price,Safety,Convenience,Nutrition,Novelty,Origin,Fairness,Appearance,Environmental Impact,Animal Welfare,Naturalness,Taste,Price,Safety,Convenience,Nutrition,Novelty,Origin,Fairness,Appearance,Environmental Impact,Animal Welfare,Weekly GroceryExpenditure,Weekly Eating Out Expenditure,Finding affordable foods that fit my budget,"Avoiding foods that contain pesticides, added hormones & antibiotics","Finding convenient, quick-to-make alternatives",Finding foods my children will eat,Losing weight,Finding time to cook at home,"Avoiding certain nutrients or ingredients (i.e. sodium, carbohydrates, trans fats, etc.)",Priceset1,Priceset2,Priceset3,Priceset4,Priceset5,Priceset6,Priceset7,Priceset8,Priceset9,Priceset10,Priceset11,Priceset12,Priceset13,Priceset14,Priceset15,Priceset16,Priceset17,Priceset18,Priceset19,Priceset20,Priceset21,Pricese22,Priceset23,Priceset24,Priceset25,Priceset26,Priceset27,Are you a vegetarian or a vegan?,Primaryshopper,FarmingExperience,CurrentlyFarm,Gender,Age,MaritalStatus,NumberInHousehold,Children<12,Weight,Height,ReceivedFoodStamps,CurrentlyOnFoodStamps,State,Education,Approximate / annual household income before taxes in 2012,"Hispanic, Latino, or Spanish origin?",Race,PoliticalInclination,PoliticalParty,LocationLatitude,LocationLongitude
,,0,2,1,2,,,0,4,1,3,1,1,0,3,,,0,1,1,4,,,4,1,5,2,3,7,6,4,1,1,6,3,1,9,5,5,5,6,,,,,,,,,,,,,,,,,,,2,1,2,2,1,5,1,2,2,170,24,2,2,22,2,4,1,1,3,4,41.842803955078,-71.245498657227
1,4,0,3,0,4,,,1,1,0,2,,,,,,,0,1,1,3,1,2,4,3,1,4,3,7,2,6,5,,,,,,,,,,6,5,3,2,5,8,7,1,4,,,,,,,,,,2,1,2,2,1,6,2,2,2,200,21,2,2,11,3,3,1,1,4,4,34.773498535156,-85.346199035645
0,2,0,4,,,0,3,1,4,,,0,1,,,,,1,3,1,2,1,1,6,6,7,1,6,4,3,2,5,5,8,5,8,6,5,8,2,7,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,2,3,1,500,20,2,1,5,3,6,1,1,5,2,36.889495849609,-76.234298706055
,,0,3,1,3,0,1,0,4,,,,,,,1,2,1,4,1,1,0,2,9,9,7,4,3,6,5,1,2,,,,,,,,,,,,,,,,,,,8,6,1,5,3,3,6,1,1,2,1,2,2,1,2,2,4,1,85,24,1,1,47,5,5,1,1,1,2,45.778793334961,-119.52899932861
1,2,0,3,0,4,0,1,,,0,2,1,3,1,1,,,1,4,,,,,6,5,5,3,4,7,1,6,2,9,1,4,9,9,5,5,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,2,6,2,2,2,150,15,2,2,44,6,5,1,1,3,4,29.908203125,-98.437202453613
1,3,0,4,0,2,,,0,1,0,3,,,1,1,1,2,,,,,1,4,9,3,4,6,1,7,3,5,2,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,1,2,2,2,4,2,2,2,189,17,1,1,8,3,2,1,1,4,4,39.602493286133,-75.69450378418
0,2,,,1,2,1,3,,,,,,,1,4,1,1,0,1,0,3,0,4,7,6,7,4,2,1,5,3,6,,,,,,,,,,3,4,3,3,2,4,3,5,4,,,,,,,,,,2,1,2,2,2,2,2,4,1,80,16,1,2,5,5,5,1,1,3,1,39.961196899414,-82.998802185059
,,0,1,0,2,,,1,4,0,3,1,2,,,1,1,0,4,1,3,,,7,3,3,7,5,2,1,4,6,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,2,4,2,170,15,2,2,41,2,2,1,1,4,2,33.752700805664,-78.907096862793
1,3,0,3,0,2,0,1,,,0,4,,,1,4,,,,,1,1,1,2,9,1,4,6,5,7,1,3,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,2,2,1,5,2,2,2,275,24,1,2,33,6,5,1,1,5,2,41.282699584961,-73.869102478027
0,1,,,,,0,2,1,4,1,2,1,3,,,0,3,1,1,0,4,,,6,3,3,1,5,4,7,6,2,2,2,2,7,7,7,2,2,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,3,2,4,1,125,19,2,2,41,6,9,1,1,3,1,34.119201660156,-80.862998962402
0,1,,,0,2,0,4,1,2,,,1,4,0,3,1,3,1,1,,,,,6,1,1,5,4,7,3,6,2,,,,,,,,,,5,5,9,9,9,9,9,5,9,,,,,,,,,,2,1,2,2,2,5,4,1,2,125,13,2,2,31,4,3,1,1,3,4,40.521392822266,-74.275199890137
0,3,,,0,4,,,,,0,2,1,3,1,2,1,1,1,4,,,0,1,5,2,1,2,3,7,6,5,4,7,7,7,7,7,7,7,9,7,,,,,,,,,,,,,,,,,,,1,3,1,2,1,1,1,3,2,130,21,2,2,22,2,6,1,1,6,4,42.054397583008,-71.75479888916
1,3,0,1,0,4,0,2,0,3,,,1,2,,,1,1,1,4,,,,,5,2,1,3,4,7,5,6,2,,,,,,,,,,,,,,,,,,,7,7,1,1,7,3,5,3,1,2,1,1,2,2,4,2,2,2,170,16,1,2,10,6,5,1,1,2,1,29.573104858398,-82.407600402832
0,1,0,4,1,2,,,1,3,0,3,0,2,,,,,,,1,1,1,4,8,6,5,1,4,6,7,3,2,1,3,3,1,9,5,5,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,4,1,123,17,1,2,47,5,4,1,1,4,2,39.043701171875,-77.487503051758
,,0,3,,,0,2,0,4,,,1,3,1,1,1,2,0,1,1,4,,,6,2,3,6,1,5,2,4,7,,,,,,,,,,8,2,3,8,4,5,9,3,9,,,,,,,,,,2,3,2,2,2,2,2,3,1,230,19,2,2,14,6,6,1,1,4,2,41.840606689453,-87.758796691895
1,2,,,,,,,0,4,1,4,0,3,,,0,2,0,1,1,1,1,3,3,3,3,2,1,6,5,4,7,,,,,,,,,,5,2,2,2,1,6,2,5,3,,,,,,,,,,2,1,2,1,1,5,4,1,2,205,21,2,2,33,2,2,1,1,4,1,40.664306640625,-73.915000915527
,,0,1,1,4,0,3,1,2,0,2,1,1,0,4,,,1,3,,,,,8,3,1,5,3,4,6,2,7,7,9,5,8,5,5,5,8,9,,,,,,,,,,,,,,,,,,,2,1,2,2,2,3,2,3,1,180,15,2,2,41,5,3,1,1,3,4,32.98779296875,-80.005699157715
1,4,1,1,,,0,4,,,0,1,1,3,1,2,,,0,3,,,0,2,4,2,6,4,3,5,2,7,1,9,5,3,7,9,2,8,1,9,,,,,,,,,,,,,,,,,,,2,3,2,2,2,6,2,2,2,170,18,2,2,31,6,6,1,1,1,1,40.104598999023,-74.345901489258
1,4,0,1,0,3,0,2,1,1,,,1,2,1,3,,,0,4,,,,,4,6,1,3,5,7,2,6,4,,,,,,,,,,5,5,6,8,6,9,6,5,6,,,,,,,,,,2,1,2,2,2,5,2,2,2,135,14,2,2,6,2,3,1,1,6,4,38.346206665039,-104.77639770508
1,3,0,2,,,,,0,3,,,0,1,,,0,4,1,2,1,1,1,4,6,6,2,5,7,3,6,1,4,,,,,,,,,,,,,,,,,,,5,8,1,2,7,5,7,8,8,1,1,1,1,1,3,4,5,1,68,33,1,,36,6,6,1,1,2,1,41.707305908203,-83.542999267578
,,1,2,,,0,1,1,1,,,1,4,,,0,4,1,3,0,2,0,3,3,1,4,3,1,7,6,5,2,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,2,1,2,2,1,5,1,1,2,165,21,2,2,34,4,2,1,1,2,4,35.893997192383,-80.561401367188
,,1,3,0,2,0,1,0,4,0,3,,,1,4,,,1,1,1,2,,,9,9,6,3,4,7,5,2,1,,,,,,,,,,,,,,,,,,,6,1,2,5,4,3,2,7,8,2,1,2,2,1,2,2,3,1,187,25,2,2,11,5,4,1,1,4,1,26.153396606445,-80.224899291992
,,0,1,0,2,0,4,1,4,0,3,,,1,2,,,1,1,1,3,,,6,3,1,3,4,6,7,5,2,,,,,,,,,,,,,,,,,,,2,6,1,1,1,5,5,5,1,2,1,1,1,2,4,2,2,2,165,22,2,2,49,2,4,1,1,3,4,39.961196899414,-82.998802185059
,,0,1,,,0,3,1,4,0,4,1,2,0,2,,,,,1,1,1,3,7,2,6,7,1,4,5,3,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,2,2,4,2,4,2,110,14,1,1,23,2,2,1,1,4,4,47.242599487305,-88.438201904297
1,4,0,3,0,1,0,2,,,0,4,1,1,1,2,,,,,,,1,3,3,1,1,7,3,2,5,4,6,6,3,3,1,9,5,5,2,6,,,,,,,,,,,,,,,,,,,2,1,2,2,2,3,4,3,1,140,14,1,1,47,5,2,1,1,3,2,37.298095703125,-78.404403686523
,,,,1,1,,,,,1,4,1,2,0,2,0,3,1,3,0,4,0,1,3,2,5,3,4,7,1,6,2,,,,,,,,,,3,3,6,8,5,5,5,8,5,,,,,,,,,,2,1,2,2,1,4,4,1,2,302,27,1,1,39,5,1,1,1,1,1,40.292297363281,-78.9833984375
0,4,,,0,1,,,1,1,,,1,3,,,0,3,0,2,1,4,1,2,4,1,1,6,4,5,7,3,2,1,3,2,1,4,5,5,5,4,,,,,,,,,,,,,,,,,,,2,3,2,2,1,7,2,2,2,185,21,2,2,12,3,2,1,1,4,1,26.905502319336,-82.033996582031
,,0,3,0,2,0,1,,,0,4,1,4,1,2,1,1,,,1,3,,,2,7,3,5,2,7,4,6,1,,,,,,,,,,7,7,7,7,7,7,7,7,7,,,,,,,,,,1,1,2,2,1,6,1,1,2,200,21,1,2,36,5,2,1,1,1,1,41.291000366211,-82.227699279785
,,0,4,0,1,,,0,3,0,2,1,4,1,3,1,1,,,1,2,,,5,1,1,5,4,7,2,6,3,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,5,3,1,2,1,2,2,2,3,2,3,2,138,17,2,2,43,4,5,1,1,4,2,36.167602539062,-86.78450012207
1,4,0,2,,,,,,,0,1,0,3,1,1,1,3,,,1,2,0,4,5,3,3,2,5,7,1,6,4,,,,,,,,,,,,,,,,,,,1,6,1,1,5,5,5,1,1,2,1,2,2,2,5,4,1,2,200,20,1,1,34,3,1,1,1,4,2,35.206207275391,-81.138397216797
1,4,0,1,0,2,,,0,4,0,3,1,2,1,1,,,1,3,,,,,4,1,4,6,1,7,3,2,5,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,5,1,1,2,3,2,2,2,2,2,2,2,121,17,1,2,36,5,4,1,1,2,1,39.961196899414,-82.998802185059
1,4,0,3,1,3,0,1,1,1,0,2,1,2,0,4,,,,,,,,,5,1,2,3,5,7,1,6,4,7,7,9,7,7,5,7,7,9,,,,,,,,,,,,,,,,,,,2,3,2,2,2,5,1,2,2,225,17,1,2,36,5,4,1,1,2,1,41.039901733398,-81.480201721191
1,1,0,4,,,1,3,,,,,0,2,1,4,0,1,1,2,0,3,,,8,6,1,3,5,6,7,4,2,,,,,,,,,,6,2,5,3,3,4,6,5,3,,,,,,,,,,2,1,2,2,1,3,2,5,1,165,22,2,2,44,5,5,1,1,2,2,30.517395019531,-97.630401611328
,,1,1,,,1,2,0,4,1,4,0,3,,,0,2,1,3,,,0,1,5,4,6,1,7,4,3,5,2,5,6,6,3,3,6,2,4,5,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,2,3,1,155,24,2,2,23,4,3,1,1,4,2,39.961196899414,-82.998802185059
1,3,0,1,0,3,0,2,,,,,1,2,1,1,,,1,4,,,0,4,6,2,4,7,3,1,5,6,2,,,,,,,,,,5,1,6,5,3,5,3,5,3,,,,,,,,,,2,1,2,2,2,2,2,4,1,130,14,2,2,34,4,4,1,1,4,2,35.206207275391,-81.138397216797
,,0,4,0,1,0,3,1,4,0,2,1,2,1,1,,,,,1,3,,,4,2,1,3,4,7,2,6,5,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,1,2,2,2,5,1,2,2,148,14,2,2,22,3,2,1,1,4,4,42.648895263672,-71.165496826172
0,1,,,1,4,,,0,2,,,1,3,0,4,0,3,1,1,1,2,,,6,6,6,1,3,2,4,7,5,,,,,,,,,,,,,,,,,,,1,3,2,6,2,2,3,3,6,2,1,2,2,1,2,2,3,1,24,2,1,1,33,6,6,1,1,5,2,32.972198486328,-96.737602233887
,,,,0,1,0,4,0,3,1,1,1,4,1,2,1,3,0,2,,,,,7,1,2,3,4,7,1,5,6,,,,,,,,,,,,,,,,,,,9,9,1,1,9,3,9,3,1,2,1,2,2,2,5,2,2,2,150,18,2,2,33,4,3,1,1,3,1,39.254806518555,-74.602897644043
,,0,4,0,1,0,2,1,2,0,3,1,1,,,,,1,4,1,3,,,4,1,1,4,5,7,2,6,3,,,,,,,,,,5,5,6,2,7,3,7,5,3,,,,,,,,,,2,1,2,2,2,5,2,2,2,220,17,1,2,5,2,1,1,1,5,5,33.684799194336,-117.37239837646
,,0,4,1,4,,,0,3,,,0,2,,,1,3,1,2,0,1,1,1,2,5,3,5,6,2,4,1,7,6,6,7,7,5,3,7,7,6,,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,1,3,1,145,24,1,2,47,3,6,1,1,5,2,38.804794311523,-77.046897888184
1,4,0,1,0,4,,,1,2,0,3,1,1,1,3,,,0,2,,,,,6,4,1,3,5,7,4,6,2,1,3,3,8,7,5,5,1,4,,,,,,,,,,,,,,,,,,,2,1,2,2,2,5,4,2,2,180,13,2,2,26,4,2,1,1,2,1,37.573699951172,-91.522796630859
,,,,1,4,,,0,1,0,3,1,3,1,1,0,2,1,2,,,0,4,9,5,3,7,6,4,5,1,2,,,,,,,,,,8,4,5,1,7,3,4,2,3,,,,,,,,,,2,1,2,2,1,2,2,3,1,100,13,2,2,39,6,5,1,1,3,4,40.104598999023,-74.345901489258
,,0,1,1,1,0,2,0,4,,,1,4,,,,,0,3,1,2,1,3,6,3,2,4,5,7,1,6,3,,,,,,,,,,,,,,,,,,,7,7,1,1,8,3,3,3,1,2,1,2,2,2,5,2,2,2,140,16,2,2,23,4,3,1,1,3,2,42.67529296875,-82.838500976562
0,1,,,,,,,1,2,0,2,1,4,0,3,1,1,0,4,1,3,,,5,2,4,2,6,5,3,7,1,,,,,,,,,,5,5,5,5,5,5,4,5,5,,,,,,,,,,2,1,1,2,2,2,2,2,2,130,18,2,2,33,5,4,1,1,5,2,41.789993286133,-73.887397766113
,,0,3,0,4,0,2,1,1,,,1,4,,,1,2,0,1,1,3,,,4,2,2,7,3,4,5,1,6,,,,,,,,,,,,,,,,,,,9,7,1,1,1,3,5,5,1,2,1,2,2,2,5,4,1,2,230,15,2,2,36,3,3,1,1,4,2,39.937698364258,-83.204299926758
1,4,,,0,2,0,4,0,1,0,3,1,1,1,3,1,2,,,,,,,4,2,5,6,1,7,4,3,2,,,,,,,,,,1,5,5,4,5,5,7,4,5,,,,,,,,,,2,1,1,2,1,2,1,1,2,158,22,2,2,39,5,3,1,1,3,2,40.271301269531,-80.170196533203
,,0,3,0,4,0,1,1,4,1,1,,,1,2,,,0,2,1,3,,,6,1,3,5,2,7,6,1,4,,,,,,,,,,,,,,,,,,,7,9,5,1,8,7,9,5,1,2,1,2,2,2,6,5,1,2,142,18,2,2,33,4,3,1,1,3,2,41.789993286133,-73.887397766113
,,0,2,0,1,0,4,1,4,0,3,1,2,1,3,1,1,,,,,,,5,1,1,6,3,7,2,4,5,1,3,3,1,4,5,3,3,4,,,,,,,,,,,,,,,,,,,2,3,2,2,2,5,2,2,2,115,14,1,1,44,5,2,1,14,4,2,26.098907470703,-97.643203735352
,,0,1,0,3,,,0,4,0,2,1,4,1,3,,,,,1,2,1,1,6,3,2,5,1,7,6,4,3,1,3,3,1,5,5,5,5,1,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,120,15,2,2,39,6,2,1,1,3,4,40.925796508789,-76.756797790527
,,0,2,0,1,,,1,2,0,3,1,4,1,1,,,1,3,0,4,,,4,4,7,4,1,2,6,3,5,6,6,6,6,6,1,6,6,6,,,,,,,,,,,,,,,,,,,2,1,2,2,1,5,2,2,2,188,23,2,2,33,5,8,1,1,4,4,41.199493408203,-73.716400146484
1,1,1,2,,,1,3,0,2,,,0,1,1,4,0,4,,,,,0,3,7,7,5,1,3,2,4,6,7,1,2,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,4,1,145,19,1,1,5,5,7,1,1,1,1,36.79670715332,-119.92950439453
1,2,0,3,1,1,,,0,1,0,2,,,0,4,,,1,4,1,3,,,9,9,4,6,2,7,5,3,1,,,,,,,,,,8,7,8,7,7,8,8,7,7,,,,,,,,,,2,1,2,2,1,1,2,3,1,180,32,2,2,44,5,4,1,1,1,2,30.479797363281,-87.865798950195
,,0,3,1,3,1,2,,,0,2,1,4,0,1,1,1,,,,,0,4,5,2,3,1,7,5,6,4,2,,,,,,,,,,,,,,,,,,,7,6,5,1,1,5,5,5,1,2,1,2,2,2,3,2,4,1,210,19,2,2,11,4,2,1,1,3,4,33.940994262695,-83.434097290039
,,0,1,1,2,0,3,1,4,0,2,1,1,1,3,,,,,,,0,4,5,1,2,4,5,7,1,6,3,,,,,,,,,,5,5,8,8,7,7,7,5,7,,,,,,,,,,2,1,2,2,2,3,1,2,2,138,15,2,2,10,4,4,1,1,3,1,26.761596679688,-80.091598510742
1,3,0,1,0,2,,,1,1,0,3,1,2,,,,,1,4,,,0,4,4,2,5,7,4,3,1,2,6,,,,,,,,,,5,5,1,5,5,4,4,5,4,,,,,,,,,,2,1,1,2,1,3,2,4,1,253,24,2,2,24,5,7,1,1,4,2,45.028503417969,-93.298896789551
,,0,1,1,4,0,4,1,1,,,1,2,0,2,,,0,3,1,3,,,8,4,6,2,3,7,4,5,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,4,5,1,1,2,1,2,2,2,5,2,3,2,152,19,2,2,33,5,7,1,1,4,2,41.716705322266,-74.00789642334
0,3,,,1,3,,,1,1,0,2,1,4,0,1,,,1,2,0,4,,,5,3,2,3,5,7,6,1,4,,,,,,,,,,,,,,,,,,,7,7,1,7,7,7,5,5,1,2,1,2,2,1,4,2,3,2,192,24,2,2,29,5,6,1,1,3,1,36.171997070312,-115.2093963623
1,1,0,3,1,4,0,4,1,2,,,,,0,1,0,2,1,3,,,,,4,1,4,2,6,7,3,1,5,5,3,5,1,5,5,5,1,2,,,,,,,,,,,,,,,,,,,2,1,2,2,1,5,2,2,2,206,20,2,2,10,6,5,1,1,4,2,27.64680480957,-80.403503417969
0,3,1,4,,,1,1,1,3,0,4,,,1,2,,,,,0,1,0,2,7,7,2,4,5,3,7,1,6,1,8,5,2,7,4,2,5,4,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,4,1,70,16,2,2,5,5,6,1,1,3,4,37.339401245117,-121.89500427246
,,0,4,,,0,3,1,3,0,1,1,4,,,1,1,0,2,1,2,,,7,1,3,5,4,7,6,2,1,,,,,,,,,,5,5,5,5,3,3,2,5,3,,,,,,,,,,2,1,2,2,2,5,2,2,2,120,18,2,2,7,3,5,1,1,5,2,41.428604125977,-73.142402648926
0,4,,,1,1,,,1,4,0,1,1,2,1,3,,,,,0,2,0,3,7,5,4,3,2,7,6,1,5,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,2,2,2,200,30,2,2,44,6,6,1,1,3,4,29.569793701172,-98.616096496582
1,2,0,1,0,3,,,1,4,0,2,1,1,0,4,,,,,1,3,,,4,4,5,4,1,7,3,6,2,5,6,3,1,5,5,5,5,6,,,,,,,,,,,,,,,,,,,2,1,1,2,2,6,5,2,2,150,15,2,2,36,3,4,1,1,5,3,41.499496459961,-81.69539642334
1,1,0,1,0,3,0,4,0,2,,,1,2,,,1,4,,,1,3,,,9,5,5,7,4,6,1,3,2,,,,,,,,,,5,5,8,1,7,3,2,5,8,,,,,,,,,,2,1,2,2,2,4,2,5,2,150,15,2,2,47,3,8,1,1,3,4,38.470199584961,-77.495597839355
1,4,0,3,0,4,,,,,,,0,1,1,2,1,3,0,2,1,1,,,6,2,5,6,4,1,2,3,7,,,,,,,,,,,,,,,,,,,2,6,5,7,8,3,5,5,1,2,1,2,2,1,3,2,5,1,285,24,2,2,16,5,5,1,1,5,2,43.595397949219,-96.701698303223
1,1,0,1,0,2,,,0,4,0,3,1,3,1,2,,,,,,,1,4,5,3,1,5,2,4,3,6,7,,,,,,,,,,3,4,2,5,5,3,4,5,3,,,,,,,,,,2,3,1,2,1,5,2,5,1,220,21,2,2,14,5,3,1,1,4,4,41.666107177734,-87.862701416016
1,1,0,1,0,2,,,0,3,0,4,1,2,1,3,1,4,,,,,,,9,5,5,3,4,7,1,6,2,,,,,,,,,,,,,,,,,,,2,6,2,2,3,2,6,2,2,2,3,2,2,2,4,2,2,2,140,19,2,2,11,6,9,1,1,2,2,33.818099975586,-84.360397338867
0,3,1,1,,,0,2,1,3,0,4,1,4,,,0,1,,,1,2,,,9,5,4,1,6,3,7,5,2,,,,,,,,,,6,5,6,5,7,7,6,6,7,,,,,,,,,,2,3,2,2,1,1,1,3,2,125,18,2,2,39,2,2,1,2,3,4,39.940704345703,-75.228103637695
0,1,,,1,2,0,2,1,3,1,1,1,4,0,4,,,,,0,3,,,8,3,3,2,6,7,1,4,5,,,,,,,,,,3,5,9,1,9,3,9,5,9,,,,,,,,,,2,1,2,2,2,5,2,2,2,260,18,2,2,23,2,4,1,1,5,2,42.568893432617,-84.836097717285
0,1,0,3,0,4,,,1,3,0,2,1,2,1,1,,,1,4,,,,,6,2,2,1,4,3,6,5,7,5,2,6,7,7,5,5,1,6,,,,,,,,,,,,,,,,,,,2,1,2,2,2,3,2,5,1,195,20,2,2,13,2,3,1,1,4,2,47.729400634766,-116.7566986084
1,2,0,2,0,4,0,1,1,4,,,1,1,0,3,,,,,1,3,,,6,3,4,6,1,7,5,3,2,1,4,3,1,4,5,5,5,4,,,,,,,,,,,,,,,,,,,2,1,1,2,2,5,2,2,2,157,16,2,2,18,2,3,1,1,3,4,39.016296386719,-84.598098754883
1,2,0,2,0,4,,,1,4,0,1,1,1,0,3,,,1,3,,,,,7,5,3,2,4,1,7,5,6,,,,,,,,,,,,,,,,,,,3,3,1,3,3,1,3,3,1,2,3,2,2,1,6,2,2,2,175,18,2,2,6,6,3,1,1,3,2,40.745803833008,-74.032096862793
1,2,0,1,0,4,0,2,,,1,3,1,1,,,1,4,0,3,,,,,6,1,3,2,5,1,4,7,6,,,,,,,,,,,,,,,,,,,9,1,1,1,1,8,9,9,1,2,1,2,2,2,3,2,4,1,115,13,2,2,15,4,3,1,1,5,2,39.838104248047,-84.905403137207
,,0,4,0,1,0,2,1,4,0,3,1,3,1,2,,,,,1,1,,,3,1,4,5,3,2,1,6,7,7,2,9,9,9,5,2,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,2,5,4,2,2,138,16,1,1,43,3,2,1,1,3,4,35.425003051758,-85.383003234863
0,1,0,3,1,4,0,4,0,2,,,1,1,1,3,,,,,1,2,,,4,4,1,7,3,6,4,5,2,1,9,9,1,9,5,5,5,9,,,,,,,,,,,,,,,,,,,2,1,1,2,1,6,2,2,2,205,27,2,2,15,4,5,1,1,3,4,39.678894042969,-86.127601623535
1,3,0,3,0,4,0,1,1,1,0,2,1,4,1,2,,,,,,,,,8,2,2,1,6,7,5,4,3,,,,,,,,,,,,,,,,,,,7,1,1,1,1,9,9,5,1,2,1,1,2,2,3,4,5,1,175,20,1,1,50,4,2,1,1,4,2,44.833999633789,-91.572898864746
,,0,3,0,1,1,3,0,2,0,4,1,4,,,,,1,1,,,1,2,3,4,1,4,6,2,3,5,7,7,6,7,6,7,7,7,7,7,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,2,4,1,2,2,1,1,20,5,3,1,1,1,1,33.918792724609,-84.067802429199
1,2,0,3,1,4,0,4,0,2,,,1,1,,,,,0,1,1,3,,,3,1,7,3,4,6,5,2,1,,,,,,,,,,,,,,,,,,,9,1,4,1,5,5,9,3,1,2,1,2,2,2,6,5,2,2,145,19,2,2,5,3,4,1,1,4,2,33.200393676758,-117.29069519043
0,1,0,4,1,1,,,1,4,0,2,1,2,0,3,,,,,1,3,,,9,1,5,4,6,1,7,3,2,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,2,4,1,168,12,2,2,47,2,9,1,1,3,4,38.776397705078,-77.387802124023
0,2,0,3,1,2,1,3,,,,,0,1,0,4,,,1,1,,,1,4,3,4,2,7,1,4,3,5,6,,,,,,,,,,,,,,,,,,,5,6,7,5,2,3,4,6,1,2,1,1,1,1,2,2,3,1,10,3,1,1,21,7,5,1,1,4,2,34.917999267578,-89.821601867676
,,0,1,,,0,3,,,0,2,1,1,1,2,1,4,0,4,1,3,,,8,3,7,4,1,5,6,2,3,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,2,2,1,5,2,3,2,175,23,2,2,21,5,9,1,1,2,1,38.735107421875,-77.079696655273
0,3,,,1,2,1,4,1,3,0,1,1,1,0,2,,,,,0,4,,,4,1,3,1,2,7,6,5,4,,,,,,,,,,7,7,8,8,7,7,7,8,7,,,,,,,,,,1,1,1,2,2,3,1,1,2,142,15,2,2,33,5,2,1,1,2,1,43.063903808594,-74.504402160645
1,3,0,3,0,4,,,1,4,,,,,0,1,1,2,1,1,,,0,2,5,3,5,3,1,7,4,2,6,,,,,,,,,,,,,,,,,,,8,9,1,9,7,9,5,9,9,2,1,2,2,2,1,1,3,2,160,15,2,2,10,3,2,3,1,4,1,25.658599853516,-80.356796264648
,,0,1,1,4,0,3,0,4,1,2,1,3,0,2,,,,,1,1,,,3,3,6,7,5,1,2,4,3,1,6,2,1,2,5,5,3,5,,,,,,,,,,,,,,,,,,,2,3,1,2,1,7,2,2,2,212,25,2,2,39,4,4,1,1,3,1,40.785202026367,-76.222999572754
,,,,,,0,4,1,4,0,3,1,3,0,1,,,1,1,1,2,0,2,2,1,3,5,4,7,2,6,1,,,,,,,,,,3,5,7,5,7,1,2,7,2,,,,,,,,,,2,1,1,2,2,7,5,1,2,189,15,2,2,26,2,2,1,1,5,2,36.659103393555,-91.00659942627
,,0,1,0,4,,,0,3,1,2,1,1,,,1,3,0,2,1,4,,,6,3,4,5,2,7,1,3,6,,,,,,,,,,5,1,6,1,2,3,4,5,3,,,,,,,,,,2,1,2,2,2,4,2,2,2,190,18,2,2,50,5,9,1,1,4,2,43.028198242188,-88.294898986816
1,1,0,1,0,2,0,3,,,1,2,1,4,1,3,,,0,4,,,,,4,3,2,5,3,7,1,6,4,,,,,,,,,,,,,,,,,,,9,1,5,1,5,5,5,5,1,2,1,2,2,2,5,2,2,2,160,16,2,2,10,4,6,1,1,1,1,28.681198120117,-81.276298522949
1,1,0,3,0,1,0,2,,,0,4,1,4,1,3,,,1,2,,,,,4,4,3,4,5,7,1,6,2,6,5,1,1,5,2,5,2,6,,,,,,,,,,,,,,,,,,,2,2,2,2,1,6,2,2,2,340,26,2,2,23,7,5,1,1,4,4,42.54280090332,-83.379501342773
1,2,0,1,0,2,,,1,3,0,3,1,4,1,1,,,0,4,,,,,7,1,2,5,3,7,1,6,4,,,,,,,,,,5,5,9,9,9,1,9,5,9,,,,,,,,,,2,1,2,2,2,6,2,3,2,156,18,2,2,16,3,4,1,1,5,2,37.215301513672,-93.298202514648
,,0,3,0,1,0,4,1,4,0,2,1,3,1,2,,,1,1,,,,,5,1,2,3,6,7,4,1,5,,,,,,,,,,5,1,9,1,9,1,2,5,5,,,,,,,,,,2,3,1,2,1,6,2,2,2,170,20,2,2,10,5,4,1,1,4,2,26.665802001953,-81.748001098633
